PassengerId,Survived
892,0.12431530797581763
893,0.3301795787088944
894,0.12144774167237789
895,0.10625709802628666
896,0.5838533556758073
897,0.17376519717887248
898,0.7145039105272928
899,0.21322493192097106
900,0.777404224614241
901,0.07022877601498118
902,0.09542586714892756
903,0.3029063163271537
904,0.9291072381284956
905,0.0534946435114879
906,0.8153405236388612
907,0.861340244545431
908,0.3118366878083253
909,0.17456725169798912
910,0.5424581190625447
911,0.5169912610144576
912,0.2269643477059335
913,0.19639829706965473
914,0.928454189370645
915,0.6412047832785454
916,0.8735714059669591
917,0.0293550813404565
918,0.9612325551546148
919,0.16530171072242636
920,0.35282315564482425
921,0.06581379849933802
922,0.09080931645365309
923,0.17841668481380776
924,0.4533906746843739
925,0.49065351292141085
926,0.46669842503853143
927,0.19091278808802126
928,0.6044273638849551
929,0.6912644461452504
930,0.11501617651621708
931,0.10299209057246189
932,0.0839812071332693
933,0.4703955811471779
934,0.060416473823618665
935,0.8311858293995249
936,0.8260184755232328
937,0.11473706760798548
938,0.3851881419659991
939,0.14905355343545054
940,0.836088521023485
941,0.5112931088822135
942,0.4545397487105935
943,0.3479345234235394
944,0.7769246069562623
945,0.8592601741903516
946,0.32182421354320934
947,0.08416675941318737
948,0.07717998198620216
949,0.11468839480156018
950,0.06871969212473573
951,0.9527961536828609
952,0.15539600659505182
953,0.2376753311815854
954,0.149701341044351
955,0.7803879214693556
956,0.6176654096100933
957,0.8349572908605901
958,0.8089802728379396
959,0.29970273541213877
960,0.5358364087722446
961,0.7377877805586056
962,0.7650146230494766
963,0.1337626728109731
964,0.6116731501682263
965,0.5625872271316005
966,0.9507367438470565
967,0.5979104617037192
968,0.09544906777659032
969,0.668443847214794
970,0.25374490457954535
971,0.7650146230494766
972,0.21205892512095628
973,0.1438350165056873
974,0.27589885886462995
975,0.09542586714892756
976,0.363032037917005
977,0.09164359547473121
978,0.7406205451481888
979,0.7183659038066387
980,0.7172272917738424
981,0.43417237106504264
982,0.5986051902028248
983,0.09540769534328691
984,0.9027917685432068
985,0.09544906777659032
986,0.5991609724263502
987,0.11471419799975636
988,0.561115953924822
989,0.09810655328690193
990,0.7002374392940773
991,0.0836754476001011
992,0.8771769428784779
993,0.21477334067831894
994,0.14905355343545054
995,0.11033702669756985
996,0.7131033636222713
997,0.10440632468974577
998,0.2040944969763226
999,0.14905355343545054
1000,0.09554880363313316
1001,0.36007557384798655
1002,0.22420783642517855
1003,0.7172376129742194
1004,0.9310453803154253
1005,0.8054103919280584
1006,0.7434918553673698
1007,0.1441418894711466
1008,0.12608872794822357
1009,0.7800754112072233
1010,0.5014972550067545
1011,0.7839445843090888
1012,0.9158499204342073
1013,0.10776735801491237
1014,0.9105515709490016
1015,0.10194311327865241
1016,0.14905355343545054
1017,0.7182841100191772
1018,0.12874889891349917
1019,0.5533823443273276
1020,0.16737591096652016
1021,0.11928446968948897
1022,0.08709559552838977
1023,0.30574728728996536
1024,0.55511623227962
1025,0.09048712633024684
1026,0.05563525378553217
1027,0.11924862426861817
1028,0.14252206289136476
1029,0.2883241066609863
1030,0.6720275076607339
1031,0.0337829885762623
1032,0.34966084863348845
1033,0.9326113872903725
1034,0.21260687403489759
1035,0.2751834193814052
1036,0.3413380667037985
1037,0.03218286158796588
1038,0.48139842078802464
1039,0.128798602954681
1040,0.4703955811471779
1041,0.18451926024851797
1042,0.9609750467966608
1043,0.12636905242845864
1044,0.027764695297011532
1045,0.5096744176163793
1046,0.043937673632426545
1047,0.11919295236023064
1048,0.9490739218186357
1049,0.6719522898809267
1050,0.3413380667037985
1051,0.6176246585295342
1052,0.7172213887929664
1053,0.20483265038438925
1054,0.8544734569846141
1055,0.09529118659894248
1056,0.17356919495564696
1057,0.5449737201398775
1058,0.362913455589483
1059,0.07239774065403255
1060,0.946441783427129
1061,0.6819526684230773
1062,0.09537385710303549
1063,0.13986655976527013
1064,0.08972998252470243
1065,0.12624084789438023
1066,0.034816305399351245
1067,0.8984301873764727
1068,0.8882956515675771
1069,0.23350391498451947
1070,0.7688563699551973
1071,0.7940815802595884
1072,0.25374490457954535
1073,0.38842046226104127
1074,0.9394157806249391
1075,0.14905355343545054
1076,0.9499456673026908
1077,0.18071494634889967
1078,0.8747870709257243
1079,0.08046546574816221
1080,0.07182382986205683
1081,0.17994211837976212
1082,0.1675640905972381
1083,0.47015678735815153
1084,0.1334927854038168
1085,0.12671175128205164
1086,0.4507557585448887
1087,0.08364928648713689
1088,0.7869777271999947
1089,0.7182689272086922
1090,0.31507600223997745
1091,0.6044534076217213
1092,0.719958626231019
1093,0.2558073774906497
1094,0.35844591677302345
1095,0.8957035876206132
1096,0.2964846346910136
1097,0.5487689729110602
1098,0.6678706132868005
1099,0.3057012218808413
1100,0.9386219810269268
1101,0.11473189858785261
1102,0.08912244852896835
1103,0.09529869944928805
1104,0.40037712553663085
1105,0.4827564158295127
1106,0.1760393769619811
1107,0.34761514370032365
1108,0.7172729578218059
1109,0.18194602040762028
1110,0.8668181119730264
1111,0.09544906777659032
1112,0.823392805168251
1113,0.1337938155503931
1114,0.8743630278488214
1115,0.1337424797585671
1116,0.8642302126620083
1117,0.6537769000163575
1118,0.12391509425940322
1119,0.7172272917738424
1120,0.0624069578731099
1121,0.2072570793199954
1122,0.4286631249214186
1123,0.9495621619135637
1124,0.09602090316828578
1125,0.14908211613537808
1126,0.376596682905475
1127,0.13891103587289796
1128,0.16908728815996532
1129,0.18096879616615386
1130,0.8441865432421451
1131,0.8624534715104624
1132,0.8536796267101984
1133,0.7006116372274658
1134,0.3285219931869773
1135,0.0954246184903884
1136,0.06237513555599484
1137,0.2806721963202932
1138,0.8763595735618749
1139,0.11917169390995379
1140,0.7839445843090888
1141,0.5936471336366519
1142,0.9172300641386304
1143,0.1389257961748603
1144,0.5338810148780133
1145,0.11951811388328068
1146,0.08556752332304997
1147,0.09537385710303549
1148,0.14905355343545054
1149,0.10207083084021283
1150,0.8885343341488423
1151,0.1337382799275266
1152,0.05204794610393959
1153,0.1337542721880301
1154,0.8232923753561072
1155,0.778721950062017
1156,0.31787984015579646
1157,0.09542586714892756
1158,0.4588858461096869
1159,0.09537385710303549
1160,0.6044273638849551
1161,0.15557146584597834
1162,0.3936458415442591
1163,0.14905355343545054
1164,0.9454387474657961
1165,0.6393508656619301
1166,0.12624004047791054
1167,0.8433020179979495
1168,0.26982811562745196
1169,0.134029454176703
1170,0.19208732783749677
1171,0.32460386388567763
1172,0.6722627462886861
1173,0.19768367632627445
1174,0.7172272917738424
1175,0.7736143071712618
1176,0.773543223126119
1177,0.07404039501311112
1178,0.09532875615017256
1179,0.4641771724373027
1180,0.12624084789438023
1181,0.09544906777659032
1182,0.4760652408456122
1183,0.7142623808227221
1184,0.12624084789438023
1185,0.18653438175485593
1186,0.07430968897910385
1187,0.11035769511463886
1188,0.9394346138088222
1189,0.06581379849933802
1190,0.4753429672832119
1191,0.09809563579618696
1192,0.08705749542932642
1193,0.32162135191453817
1194,0.15545630995683477
1195,0.11939666120361277
1196,0.7172272917738424
1197,0.6506526902709706
1198,0.40081822195402994
1199,0.2610839493047586
1200,0.1765354521044966
1201,0.3526561746425646
1202,0.14990388992072531
1203,0.16834560947352012
1204,0.09537761637726387
1205,0.6481619310999941
1206,0.8756462429127428
1207,0.8156190969703144
1208,0.23843208965193002
1209,0.35404785504626307
1210,0.10612338919383058
1211,0.19162104095417
1212,0.11033702669756985
1213,0.1507422808173385
1214,0.2883241066609863
1215,0.43459308069136926
1216,0.9219334722461369
1217,0.12377405554516759
1218,0.8356374646654925
1219,0.3952936837903814
1220,0.20036903263418598
1221,0.3352495426140007
1222,0.6749316159324964
1223,0.44898231255196996
1224,0.12624004047791054
1225,0.6881953605256129
1226,0.10613026703716075
1227,0.4668751885072304
1228,0.2375174782495019
1229,0.07882194110132854
1230,0.30417507288459655
1231,0.12624084789438023
1232,0.36412769008954415
1233,0.08703037734881854
1234,0.04576116243667364
1235,0.9182435691827852
1236,0.06491568959665109
1237,0.7356097567187808
1238,0.2883241066609863
1239,0.5925699582134286
1240,0.30681209158618844
1241,0.8269548320150059
1242,0.900754421774779
1243,0.2964846346910136
1244,0.38990913911229375
1245,0.09042221345181901
1246,0.7774693271380498
1247,0.2672349469708871
1248,0.6389670378211035
1249,0.09542336984646452
1250,0.14905355343545054
1251,0.5130298318087876
1252,0.01029168185248093
1253,0.856240764016755
1254,0.8269548320150059
1255,0.10625709802628666
1256,0.9401595047574519
1257,0.40982585285023027
1258,0.0916441903164055
1259,0.6934522485210675
1260,0.900136000021712
1261,0.3278822852962909
1262,0.2575274884377743
1263,0.952622017528899
1264,0.2669386358973947
1265,0.15552083569468936
1266,0.7606606030494344
1267,0.9315485847756751
1268,0.5047048780596173
1269,0.3346671864173062
1270,0.23399848067980933
1271,0.061246302213683324
